"","hhid","ffexwkpc","lny","mothed","fathed","mothage","fathage","nutrsc1","qrpcorn","qrprice","popden","adeqvhh","rd1","rd2","rd3","cultarpc","avnetwth","electr"
"1",2,61.24622,4.502353,6,6,44.23056,47.92222,6,4.42,4.795696,135,4.709302,1,0,0,0.7916667,28637,1
"2",2,61.66608,4.502353,6,6,44.23056,48.23056,6,3.916656,4.550141,135,4.709302,0,1,0,0.7916667,28637,1
"3",2,47.44417,4.502353,6,6,44.23056,48.56944,6,3.35745,4.676459,135,4.655039,0,0,1,0.6785714,28637,1
"4",2,37.09329,4.502353,6,6,44.23056,48.85556,6,3.910025,4.684995,135,4.655039,0,0,0,0.6785714,28637,1
"5",4,66.36023,3.140018,10,10,28.71389,32.75834,12,4.42,5.519348,135,5.131783,1,0,0,0.3214286,883,1
"6",4,31.86893,3.140018,10,10,28.71389,33.08333,12,3.523493,5.087698,135,4.96124,0,1,0,0.3214286,883,1
"7",4,74.76464,3.140018,10,10,28.71389,33.43055,12,3.438893,4.855492,135,5.178295,0,0,1,0.3214286,883,1
"8",4,67.53773,3.140018,10,10,28.71389,33.71389,12,3.315964,6.202843,135,5.178295,0,0,0,0.3214286,883,1
"9",5,43.36821,4.889728,10,6,23.05278,27.08889,6,4.42,5.625089,135,2.930233,1,0,0,0.5,7395,1
"10",5,53.45013,4.889728,10,6,23.05278,27.41944,6,4.112199,4.686125,135,2.75969,0,1,0,0.5,7395,1
"11",5,51.43257,4.889728,10,6,23.05278,27.76111,6,3.91521,5.053048,135,2.75969,0,0,1,0.5,7395,1
"12",5,62.2723,4.889728,10,6,23.05278,28.05,6,3.565156,4.728468,135,2.75969,0,0,0,0.5,7395,1
"13",6,52.15894,2.270477,13,5,24.26111,27.90556,5,4.42,4.775291,135,2.841085,1,0,0,0.25,2407.5,1
"14",6,49.33825,2.270477,13,5,24.26111,28.25,5,3.916656,4.313901,135,2.422481,0,1,0,0.25,2407.5,1
"15",6,29.43984,2.270477,13,5,24.26111,28.58333,5,4.388322,4.525537,135,2.930233,0,0,1,0.25,2407.5,1
"16",6,37.28777,2.270477,13,5,24.26111,28.91667,5,3.146295,5.494744,135,2.887597,0,0,0,0.25,2407.5,1
"17",8,36.04488,3.87925,6,6,28.95,31.4,5,3.28352,4.576408,135,2.333333,1,0,0,0,2061,0
"18",8,36.85175,3.87925,6,6,28.95,31.73611,5,3.916656,4.752439,135,2.422481,0,1,0,0,2061,0
"19",8,36.33585,3.87925,6,6,28.95,32.07222,5,4.182978,5.347401,135,2.251938,0,0,1,0,2061,0
"20",8,24.88958,3.87925,6,6,28.95,32.36111,5,2.67341,4.843226,135,2.251938,0,0,0,0,2061,0
"21",10,56.48842,3.182991,4,4,34.65833,34.46389,5,3.144788,5.634892,135,4.418605,1,0,0,0.3333333,2476.5,0
"22",10,37.04232,3.182991,4,4,34.65833,34.76667,5,4.30372,4.388111,135,4.248062,0,1,0,0.3333333,2476.5,0
"23",10,29.48398,3.182991,4,4,34.65833,35.10556,5,4.148804,4.695135,135,4.337209,0,0,1,0.3333333,2476.5,0
"24",10,23.76824,3.182991,4,4,34.65833,35.39722,5,4.25969,4.766258,135,4.337209,0,0,0,0.3333333,2476.5,0
"25",12,44.76469,3.838842,9,6,45.52778,42.36666,7,2.42474,4.719973,135,5.887597,1,0,0,0.4285714,23697.5,1
"26",12,31.66525,3.838842,9,6,45.52778,42.68333,7,3.771431,4.062264,135,5.887597,0,1,0,0.375,23697.5,1
"27",12,29.10143,3.838842,9,6,45.52778,43.01667,7,3.940462,5.241601,135,5.887597,0,0,1,0.2727273,23697.5,1
"28",12,15.14452,3.838842,9,6,45.52778,43.31389,7,2.812122,5.150308,135,5.887597,0,0,0,0.2727273,23697.5,1
"29",13,50.98,3.708711,6,6,21.95,24.40833,3,3.314978,4.686882,135,2.930233,1,0,0,0,1057.5,0
"30",13,22.16375,3.708711,6,6,21.95,24.71111,3,4.110435,4.539742,135,2.75969,0,1,0,0,1057.5,0
"31",13,42.74471,3.708711,6,6,21.95,25.04444,3,3.879271,4.822218,135,2.75969,0,0,1,0,1057.5,0
"32",13,25.52329,3.708711,6,6,21.95,25.34167,3,3.207821,5.784733,135,2.887597,0,0,0,0,1057.5,0
"33",14,38.58155,3.951293,4,1,44.10833,42.71111,8,3.319295,3.18499,135,7.399225,1,0,0,0.7222222,15020,0
"34",14,31.15156,3.951293,4,1,44.10833,43.01389,8,3.810953,4.704182,135,7.344961,0,1,0,0.7222222,15020,0
"35",14,38.27105,3.951293,4,1,44.10833,43.35,8,3.223704,4.741044,135,7.344961,0,0,1,0.7222222,15020,0
"36",14,31.19353,3.951293,4,1,44.10833,43.64444,8,3.590412,4.394682,135,7.437984,0,0,0,0.7222222,15020,0
"37",15,60.261,2.604448,0,0,42.05,40.33889,9,3.311599,5.105041,135,8.143411,1,0,0,0.05,10317,0
"38",15,26.96285,2.604448,0,0,42.05,40.65833,9,4.240887,3.295608,135,8.275194,0,1,0,0.05,10317,0
"39",15,18.0604,2.604448,0,0,42.05,40.98889,9,3.886492,4.642369,135,8.050387,0,0,1,0.05,10317,0
"40",15,19.31993,2.604448,0,0,42.05,41.28611,9,4.363272,5.421722,135,8.062016,0,0,0,0.05,10317,0
"41",16,67.20301,3.048404,6,4,25.71667,31.28889,8,3.125111,4.800911,135,5.387597,1,0,0,0.09375,3399,0
"42",16,28.47606,3.048404,6,4,25.71667,31.59167,8,4.069473,4.954489,135,6.011628,0,1,0,0.09375,3399,0
"43",16,19.39293,3.048404,6,4,25.71667,31.93056,8,3.435158,4.796506,135,5.968992,0,0,1,0.09375,3399,0
"44",16,29.76256,3.048404,6,4,25.71667,32.22222,8,3.302088,4.784889,135,5.968992,0,0,0,0.09375,3399,0
"45",18,26.2703,3.963773,5,5,29.58333,23.6,4,3.29312,5.968786,135,2.333333,1,0,0,0.0833333,4349.5,0
"46",18,33.12629,3.963773,5,5,29.58333,23.90556,4,3.987411,4.631969,135,2.422481,0,1,0,0.0833333,4349.5,0
"47",18,26.70217,3.963773,5,5,29.58333,24.23611,4,3.43902,4.820086,135,2.251938,0,0,1,0.0833333,4349.5,0
"48",18,33.72928,3.963773,5,5,29.58333,24.52778,4,3.51657,4.34767,135,2.251938,0,0,0,0.0833333,4349.5,0
"49",19,44.60471,3.361248,6,10,24.96111,28.30556,8,3.216705,4.45687,135,2.887597,1,0,0,0.25,3971.5,0
"50",19,42.48725,3.361248,6,10,24.96111,28.58333,8,3.464711,4.098654,135,2.887597,0,1,0,0.25,3971.5,0
"51",19,38.74036,3.361248,6,10,24.96111,28.94444,8,4.148334,4.812761,135,2.887597,0,0,1,0.2,3971.5,0
"52",19,30.65017,3.361248,6,10,24.96111,29.23611,8,3.498674,5.383205,135,2.887597,0,0,0,0.2,3971.5,0
"53",20,31.51116,3.442101,10,6,22.75833,24.98333,12,3.61,5.67918,135,2.887597,1,0,0,0.25,5732,1
"54",20,54.56372,3.442101,10,6,22.75833,25.28889,12,3.330432,4.430636,135,3.015504,0,1,0,0.25,5732,1
"55",20,63.0484,3.442101,10,6,22.75833,25.62222,12,3.315422,4.835603,135,3.015504,0,0,1,0.2,5732,1
"56",20,42.24424,3.442101,10,6,22.75833,25.91389,12,2.8952,5.807664,135,3.015504,0,0,0,0.25,5732,1
"57",21,32.32692,3.158653,10,6,26.80556,24.16667,6,3.369533,5.474147,135,2.75969,1,0,0,0.2875,2747.5,0
"58",21,42.67859,3.158653,10,6,26.80556,24.475,6,3.164824,4.904674,135,2.75969,0,1,0,0.2875,2747.5,0
"59",21,24.62477,3.158653,10,6,26.80556,24.8,6,2.691197,4.473016,135,2.75969,0,0,1,0.2875,2747.5,0
"60",21,37.19548,3.158653,10,6,26.80556,25.1,6,3.562777,4.786537,135,1.744186,0,0,0,0.2875,2747.5,0
"61",22,32.42924,4.365814,6,6,42.575,41.96111,16,2.6005,5.336209,135,6.054264,1,0,0,0.5,11834,1
"62",22,34.12062,4.365814,6,6,42.575,42.26667,16,3.976942,3.910932,135,6.054264,0,1,0,0.5,11834,1
"63",22,34.34363,4.365814,6,6,42.575,42.60278,16,3.482864,3.94325,135,6.054264,0,0,1,0.4375,11834,1
"64",22,41.48537,4.365814,6,6,42.575,42.89444,16,2.726492,3.723827,135,6.054264,0,0,0,0.4375,11834,1
"65",23,25.40734,2.952649,9,8,31.25278,30.55556,6,3.454886,6.053467,135,6.089147,1,0,0,0,4830,0
"66",23,13.20369,2.952649,9,8,31.25278,30.88611,6,3.330432,5.152459,135,5.763566,0,1,0,0,4830,0
"67",23,29.58797,2.952649,9,8,31.25278,31.22222,6,4.224051,5.741578,135,6.271318,0,0,1,0,4830,0
"68",23,22.91773,2.952649,9,8,31.25278,31.51111,6,2.360512,4.692605,135,6.189922,0,0,0,0,4830,0
"69",24,20.71833,3.547772,0,1,42.27778,25.53056,2,2.6368,3.58534,135,4.717054,1,0,0,0,522.5,0
"70",24,10.18867,3.547772,0,1,42.27778,25.85833,2,2.621049,2.935487,135,4.546512,0,1,0,0,522.5,0
"71",24,6.524075,3.547772,0,1,42.27778,26.16667,2,3.315422,4.772143,135,4.674418,0,0,1,0,522.5,0
"72",24,15.38187,3.547772,0,1,42.27778,26.47778,2,3.378411,5.594127,135,4.674418,0,0,0,0,522.5,0
"73",25,22.93984,3.059707,6,6,27.82778,25.38611,5,2.815098,6.177643,135,4.910853,1,0,0,0,994.5,0
"74",25,13.37795,3.059707,6,6,27.82778,25.71667,5,2.823662,4.319109,135,3.949612,0,1,0,0,994.5,0
"75",25,16.79482,3.059707,6,6,27.82778,26.04722,5,3.315422,5.475301,135,4.922481,0,0,1,0,994.5,0
"76",25,16.29266,3.059707,6,6,27.82778,26.34167,5,2.717267,5.525974,135,4.922481,0,0,0,0,994.5,0
"77",26,31.38714,3.527919,3,3,28.83333,29.04167,5,2.752589,5.015626,135,4.248062,1,0,0,0.0416667,880,0
"78",26,17.78377,3.527919,3,3,28.83333,29.33333,5,3.15003,4.677858,135,4.248062,0,1,0,0.0416667,880,0
"79",26,21.73106,3.527919,3,3,28.83333,29.70278,5,3.149879,4.662518,135,4.248062,0,0,1,0.0357143,880,0
"80",26,22.11085,3.527919,3,3,28.83333,29.99722,5,2.660583,4.694249,135,3.612403,0,0,0,0.0357143,880,0
"81",28,36.164,3.333736,6,6,29.81944,42.58889,6,3.271458,5.947777,104,3.562016,1,0,0,0.25,2875.5,0
"82",28,31.331,3.333736,6,6,29.81944,42.9,6,4.157628,5.196825,104,3.054264,0,1,0,0.2083333,2875.5,0
"83",28,26.55813,3.333736,6,6,29.81944,43.26111,6,4.196487,5.753096,104,3.689923,0,0,1,0.2083333,2875.5,0
"84",28,21.40211,3.333736,6,6,29.81944,43.53889,6,3.315316,5.904431,104,3.689923,0,0,0,0.2083333,2875.5,0
"85",29,32.20665,3.785443,3,2,38.89444,43.95,4,3.223949,5.819785,104,4.604651,1,0,0,0.2083333,7533,0
"86",29,27.39548,3.785443,3,2,38.89444,44.25833,4,4.158648,3.735324,104,3.724806,0,1,0,0.2083333,7533,0
"87",29,25.27262,3.785443,3,2,38.89444,44.62222,4,4.181205,4.94943,104,4.197674,0,0,1,0.1785714,7533,0
"88",29,35.36943,3.785443,3,2,38.89444,44.9,4,3.033725,6.970005,104,4.104651,0,0,0,0.15625,7533,0
"89",32,34.644,2.783864,4,4,35.83055,22.35555,3,2.52452,5.183454,104,3.600775,1,0,0,0.0125,874,0
"90",32,17.6885,2.783864,4,4,35.83055,22.66667,3,3.99312,4.83452,104,3.612403,0,1,0,0.0125,874,0
"91",32,19.93327,2.783864,4,4,35.83055,23.03056,3,3.812328,4.617848,104,3.74031,0,0,1,0.0125,874,0
"92",32,8.78964,2.783864,4,4,35.83055,23.30833,3,1.881255,4.844759,104,3.74031,0,0,0,0.0125,874,0
"93",34,8.089813,2.95814,2,4,24.19722,26.73055,9,2.47631,4.67926,104,4.20155,1,0,0,0.21875,4172,0
"94",34,11.6205,2.95814,2,4,24.19722,27.03333,9,3.942097,3.567547,104,4.290698,0,1,0,0.21875,4172,0
"95",34,21.02972,2.95814,2,4,24.19722,27.39722,9,4.170969,4.724074,104,4.248062,0,0,1,0.21875,4172,0
"96",34,27.8357,2.95814,2,4,24.19722,27.67222,9,3.835962,4.93758,104,4.248062,0,0,0,0.21875,4172,0
"97",35,61.96582,4.086918,5,5,23.09167,25.275,5,2.721057,5.717828,104,3.015504,1,0,0,0.375,10704.5,0
"98",35,46.98254,4.086918,5,5,23.09167,25.57778,5,3.952818,5.778291,104,3.015504,0,1,0,0.375,10704.5,0
"99",35,42.07066,4.086918,5,5,23.09167,25.94167,5,4.195639,4.585169,104,3.015504,0,0,1,0.375,10704.5,0
"100",35,32.26613,4.086918,5,5,23.09167,26.21944,5,4.336565,4.78971,104,3.104651,0,0,0,0.375,10704.5,0
"101",36,25.75333,2.94121,3,2,27.88611,46.56389,5,3.213875,5.174987,104,3.426357,1,0,0,0.2083333,23383.5,0
"102",36,22.746,2.94121,3,2,27.88611,46.86389,5,3.94311,4.716628,104,4.356589,0,1,0,0.2083333,23383.5,0
"103",36,24.58583,2.94121,3,2,27.88611,47.23056,5,4.169193,4.531874,104,4.403101,0,0,1,0.2083333,23383.5,0
"104",36,29.25079,2.94121,3,2,27.88611,47.50833,5,4.291566,4.630735,104,4.403101,0,0,0,0.2083333,23383.5,0
"105",37,28.36345,3.734856,6,3,34.44444,29.98055,8,3.340327,4.68235,104,4.825582,1,0,0,0.5833333,6545,0
"106",37,33.0245,3.734856,6,3,34.44444,30.28611,8,4.324407,5.131051,104,4.825582,0,1,0,0.5833333,6545,0
"107",37,34.83408,3.734856,6,3,34.44444,30.64722,8,3.959847,4.894063,104,4.918605,0,0,1,0.5833333,6545,0
"108",37,26.02326,3.734856,6,3,34.44444,30.92778,8,4.270403,5.963446,104,4.918605,0,0,0,0.5833333,6545,0
"109",38,27.48,3.224711,4,5,31.96667,30.78889,6,3.25269,7.43372,104,5.27907,1,0,0,0.0625,878,0
"110",38,22.82569,3.224711,4,5,31.96667,31.09167,6,3.930825,4.894902,104,6.251938,0,1,0,0.0625,878,0
"111",38,24.70571,3.224711,4,5,31.96667,31.45833,6,4.170824,5.012626,104,6.251938,0,0,1,0.0625,878,0
"112",38,19.82195,3.224711,4,5,31.96667,31.73611,6,4.271818,4.885851,104,6.406977,0,0,0,0.0625,878,0
"113",39,31.71699,2.966588,0,0,39.4,42.27222,5,1.99239,5.588039,104,5.488372,1,0,0,0.2142857,5601,0
"114",39,22.7885,2.966588,0,0,39.4,42.575,5,4.049748,4.788832,104,5.395349,0,1,0,0.1875,5601,0
"115",39,24.67959,2.966588,0,0,39.4,42.93889,5,3.501622,4.923531,104,4.348837,0,0,1,0.1875,5601,0
"116",39,22.07183,2.966588,0,0,39.4,43.21389,5,3.753486,4.98941,104,5.348837,0,0,0,0.1875,5601,0
"117",40,9.181986,2.874457,4,6,38.61111,42.64722,5,2.789148,5.65798,104,9.20155,1,0,0,0.2083333,4137.5,0
"118",40,19.56842,2.874457,4,6,38.61111,42.95,5,4.162414,4.748992,104,9.20155,0,1,0,0.2083333,4137.5,0
"119",40,16.1887,2.874457,4,6,38.61111,43.31111,5,4.195783,5.537871,104,9.577519,0,0,1,0.2083333,4137.5,0
"120",40,11.47095,2.874457,4,6,38.61111,43.58889,5,3.491031,5.155071,104,8.255814,0,0,0,0.2083333,4137.5,0
"121",41,61.61083,4.286445,4,3,31.16667,35.16667,9,5.37,5.060644,119,5.418605,1,0,0,0.8125,12199.5,0
"122",41,26.58422,4.286445,4,3,31.16667,35.5,9,4.061088,4.617011,119,5.751938,0,1,0,0.7222222,12199.5,0
"123",41,33.63958,4.286445,4,3,31.16667,35.83333,9,4.183216,3.736296,119,6.387597,0,0,1,0.7222222,12199.5,0
"124",41,27.89605,4.286445,4,3,31.16667,36.16667,9,2.240312,4.124838,119,6.387597,0,0,0,0.7222222,12199.5,0
"125",42,19.50745,4.712074,6,5,44.41667,44.91667,6,6.248872,5.244408,119,6.437984,1,0,0,1.03125,37073.5,0
"126",42,26.46808,4.712074,6,5,44.41667,45.25,6,4.289453,3.983429,119,6.437984,0,1,0,1.03125,37073.5,0
"127",42,28.43167,4.712074,6,5,44.41667,45.58333,6,3.338012,4.284919,119,6.531008,0,0,1,1.03125,37073.5,0
"128",42,12.90181,4.712074,6,5,44.41667,45.91667,6,2.726194,4.821506,119,6.531008,0,0,0,1.03125,37073.5,0
"129",43,22.74994,3.561333,4,4,42.41667,46.91667,3,5.322409,6.025718,119,8.255814,1,0,0,0.85,21021.5,0
"130",43,18.6065,3.561333,4,4,42.41667,47.25,3,3.96574,5.160292,119,8.437984,0,1,0,0.85,21021.5,0
"131",43,33.78127,3.561333,4,4,42.41667,47.58333,3,3.309951,4.370135,119,8.437984,0,0,1,0.85,21021.5,0
"132",43,41.04958,3.561333,4,4,42.41667,47.91667,3,2.621528,5.688303,119,7.391473,0,0,0,0.85,21021.5,0
"133",44,28.79118,4.031071,10,6,37.25,32.58333,11,5.504678,5.76313,119,7.379845,1,0,0,0.5,24897.5,0
"134",44,42.7047,4.031071,10,6,37.25,32.91667,11,4.061088,3.054677,119,7.034883,0,1,0,0.5,24897.5,0
"135",44,26.93694,4.031071,10,6,37.25,33.25,11,3.242108,4.079568,119,8.046512,0,0,1,0.5,24897.5,0
"136",44,17.789,4.031071,10,6,37.25,33.58333,11,3.945483,4.83723,119,8.224806,0,0,0,0.5,24897.5,0
"137",45,70.2938,5.404415,11,12,29.05,32.66667,7,5.37,4.70581,119,3.600775,1,0,0,1.25,60200,0
"138",45,83.09577,5.404415,11,12,29.05,33,7,4.061088,3.77303,119,3.612403,0,1,0,1.25,60200,0
"139",45,72.84117,5.404415,11,12,29.05,33.33333,7,3.242108,3.326051,119,3.612403,0,0,1,1.25,60200,0
"140",45,32.8333,5.404415,11,12,29.05,33.66667,7,2.78005,4.774355,119,3.104651,0,0,0,1.25,60200,0
"141",46,28.56613,3.548345,6,5,28.83333,33.25,8,4.73281,4.30075,119,3.612403,1,0,0,0.6666667,5272,0
"142",46,38.82516,3.548345,6,5,28.83333,33.58333,8,3.932618,4.215927,119,4.337209,0,1,0,0.6666667,5272,0
"143",46,18.31963,3.548345,6,5,28.83333,33.91667,8,3.405561,4.261868,119,4.337209,0,0,1,0.5714286,5272,0
"144",46,20.01884,3.548345,6,5,28.83333,34.25,8,3.517617,4.751476,119,4.337209,0,0,0,0.6666667,5272,0
"145",47,49.98154,4.281203,6,10,26.91667,29.5,4,3.41253,5.705652,119,3.968992,1,0,0,2.6,33152,0
"146",47,37.99986,4.281203,6,10,26.91667,29.83333,4,3.04133,4.863832,119,4.058139,0,1,0,2.166667,33152,0
"147",47,32.26038,4.281203,6,10,26.91667,30.16667,4,3.310376,4.597325,119,3.887597,0,0,1,2.166667,33152,0
"148",47,26.65211,4.281203,6,10,26.91667,30.5,4,2.312418,4.783151,119,3.887597,0,0,0,2.166667,33152,0
"149",48,25.65727,3.740798,5,5,21.33333,30.58333,4,4.76929,5.717076,119,3.693799,1,0,0,0.35,9095.5,0
"150",48,23.9275,3.740798,5,5,21.33333,30.91667,4,4.618234,4.858775,119,3.523256,0,1,0,0.35,9095.5,0
"151",48,23.48547,3.740798,5,5,21.33333,31.25,4,3.425864,4.642669,119,3.523256,0,0,1,0.35,9095.5,0
"152",48,12.93688,3.740798,5,5,21.33333,31.58333,4,2.396296,4.730727,119,2.887597,0,0,0,0.35,9095.5,0
"153",50,29.49396,3.476006,6,4,28.29167,28.04167,3,4.31429,4.94948,119,3.523256,1,0,0,0.4,8826,0
"154",50,32.3816,3.476006,6,4,28.29167,28.33056,3,4.686021,4.413662,119,3.523256,0,1,0,0.4,8826,0
"155",50,22.18267,3.476006,6,4,28.29167,28.70278,3,3.51648,4.859456,119,3.612403,0,0,1,0.4,8826,0
"156",50,13.04622,3.476006,6,4,28.29167,28.99167,3,2.744491,4.766068,119,3.612403,0,0,0,0.4,8826,0
"157",51,20.10375,2.957891,5,6,33.83333,36.41667,7,4.31996,4.88387,119,5.651163,1,0,0,0.25,7422.5,0
"158",51,11.07337,2.957891,5,6,33.83333,36.75,7,4.722262,4.871992,119,5.48062,0,1,0,0.25,7422.5,0
"159",51,11.70544,2.957891,5,6,33.83333,37.08333,7,3.276852,4.665502,119,5.724806,0,0,1,0.25,7422.5,0
"160",51,16.83035,2.957891,5,6,33.83333,37.41667,7,2.687402,5.635951,119,5.724806,0,0,0,0.2222222,7422.5,0
"161",52,20.15286,3.596621,6,4,25.97778,28.01667,4,4.26397,5.791403,119,3.689923,1,0,0,0.4285714,14416,0
"162",52,15.08507,3.596621,6,4,25.97778,28.31667,4,4.179821,5.083819,119,4.46124,0,1,0,0.4285714,14416,0
"163",52,16.82393,3.596621,6,4,25.97778,28.66667,4,3.411384,4.249582,119,4.837209,0,0,1,0.4285714,14416,0
"164",52,15.09852,3.596621,6,4,25.97778,29,4,3.515538,5.623096,119,4.926357,0,0,0,0.4285714,14416,0
"165",53,52.23667,3.623711,9,4,17.14444,24.25,6,4.790171,5.903973,119,2.387597,1,0,0,0.9375,8120,0
"166",53,38.71183,3.623711,9,4,17.14444,24.58333,6,4.034047,3.850944,119,2.476744,0,1,0,0.9375,8120,0
"167",53,39.48675,3.623711,9,4,17.14444,24.91667,6,3.563429,4.19149,119,2.306201,0,0,1,0.703125,8120,0
"168",53,33.9076,3.623711,9,4,17.14444,25.25,6,2.436364,4.773322,119,2.306201,0,0,0,0.703125,8120,0
"169",54,38.068,2.870925,6,2,22.99167,23.41667,5,4.33798,4.93116,119,3.182171,1,0,0,0.4,1851,0
"170",54,26.146,2.870925,6,2,22.99167,23.75,5,4.001436,4.055308,119,3.228682,0,1,0,0.4,1851,0
"171",54,40.52343,2.870925,6,2,22.99167,24.08333,5,3.229814,4.156742,119,3.562016,0,0,1,0.4,1851,0
"172",54,21.99879,2.870925,6,2,22.99167,24.41667,5,2.72071,5.313704,119,3.693799,0,0,0,0.4,1851,0
"173",55,21.69408,2.709985,3,4,26.41667,31.33333,3,4.691864,5.755387,119,3.612403,1,0,0,0.3,3088,0
"174",55,16.4288,2.709985,3,4,26.41667,31.66667,3,4.497069,5.946342,119,3.104651,0,1,0,0.3,3088,0
"175",55,29.44262,2.709985,3,4,26.41667,32,3,3.372113,4.292335,119,3.74031,0,0,1,0.3,3088,0
"176",55,15.45594,2.709985,3,4,26.41667,32.33333,3,3.469247,4.743181,119,3.74031,0,0,0,0.3,3088,0
"177",56,16.84433,2.70208,6,4,20.25,27.33333,4,5.37,5.792423,119,2.465116,1,0,0,0.359375,4881.5,0
"178",56,24.16975,2.70208,6,4,20.25,27.66667,4,3.97261,3.676517,119,2.841085,0,1,0,0.359375,4881.5,0
"179",56,28.79573,2.70208,6,4,20.25,28,4,2.693349,4.168068,119,2.930233,0,0,1,0.359375,4881.5,0
"180",56,24.82579,2.70208,6,4,20.25,28.33333,4,2.719428,4.697182,119,2.75969,0,0,0,0.359375,4881.5,0
"181",58,45.50963,4.157459,6,8,39.95,39.58333,5,4.37,4.869272,119,7.379845,1,0,0,0.4090909,44258.5,1
"182",58,17.8589,4.157459,6,8,39.95,39.91667,5,3.330432,6.148852,119,8.341085,0,1,0,0.4090909,44258.5,1
"183",58,24.53638,4.157459,6,8,39.95,40.25,5,2.908122,3.934387,119,7.821705,0,0,1,0.4090909,44258.5,1
"184",58,22.85698,4.157459,6,8,39.95,40.58333,5,2.870525,4.921271,119,8.674418,0,0,0,0.4090909,44258.5,1
"185",59,17.88541,4.030687,5,9,38.91667,48.75,3,4.37,4.505045,119,9.22093,1,0,0,0.5625,22534,1
"186",59,19.83768,4.030687,5,9,38.91667,49.08333,3,3.330432,4.454333,119,9.310078,0,1,0,0.5625,22534,1
"187",59,25.69949,4.030687,5,9,38.91667,49.41667,3,2.908122,3.625407,119,8.565891,0,0,1,0.5192308,22534,1
"188",59,14.48489,4.030687,5,9,38.91667,49.75,3,2.870525,4.523863,119,9.166667,0,0,0,0.5192308,22534,1
"189",60,29.56722,3.288409,10,8,40.98056,32.25,6,4.37,5.553092,119,8.046512,1,0,0,0.325,13411.5,0
"190",60,22.16403,3.288409,10,8,40.98056,32.58333,6,3.330432,4.330184,119,8.213179,0,1,0,0.325,13411.5,0
"191",60,33.79479,3.288409,10,8,40.98056,32.91667,6,3.043806,4.724041,119,8.213179,0,0,1,0.325,13411.5,0
"192",60,31.46247,3.288409,10,8,40.98056,33.25,6,2.870525,4.685342,119,8.329457,0,0,0,0.325,13411.5,0
"193",61,20.97457,4.481486,9,10,32.33333,35.58333,4,4.37,4.697431,119,6.573643,1,0,0,0.6,29795,1
"194",61,20.076,4.481486,9,10,32.33333,35.91667,4,3.330432,4.603946,119,6.949613,0,1,0,0.6,29795,1
"195",61,38.03909,4.481486,9,10,32.33333,36.25,4,2.908122,3.698295,119,7.166667,0,0,1,0.6,29795,1
"196",61,18.38589,4.481486,9,10,32.33333,36.58333,4,2.870525,4.841364,119,6.515504,0,0,0,0.6,29795,1
"197",62,67.21776,4.111173,10,10,26.58333,25.83333,5,4.37,3.63852,119,2.465116,1,0,0,0.753125,12975.5,1
"198",62,33.14816,4.111173,10,10,26.58333,26.16667,5,3.330432,3.477829,119,2.841085,0,1,0,0.753125,12975.5,1
"199",62,25.96182,4.111173,10,10,26.58333,26.5,5,2.908122,3.482484,119,2.930233,0,0,1,0.753125,12975.5,1
"200",62,24.73175,4.111173,10,10,26.58333,26.83333,5,2.870525,4.784559,119,2.75969,0,0,0,0.753125,12975.5,1
"201",63,35.84084,4.668808,1,6,45.75,50.66667,4,4.237327,4.03454,119,11.05039,1,0,0,0.6666667,93126,1
"202",63,93.94418,4.668808,1,6,45.75,51,4,3.330432,3.050965,119,11.87597,0,1,0,0.6666667,93126,1
"203",63,53.09831,4.668808,1,6,45.75,51.33333,4,2.908122,4.849776,119,11.87597,0,0,1,0.625,93126,1
"204",63,52.61137,4.668808,1,6,45.75,51.66667,4,2.870525,3.7929,119,11.15116,0,0,0,0.625,93126,1
"205",64,78.79489,3.972436,10,10,22.88333,26.88333,7,4.37,6.46851,119,2.841085,1,0,0,1.1875,11633,1
"206",64,24.01447,3.972436,10,10,22.88333,27.24444,7,3.330432,4.730585,119,2.422481,0,1,0,1.1875,11633,1
"207",64,44.05279,3.972436,10,10,22.88333,27.63333,7,3.510201,5.256247,119,2.75969,0,0,1,1.1875,11633,1
"208",64,30.85839,3.972436,10,10,22.88333,27.92222,7,3.560509,6.344041,119,2.75969,0,0,0,1.1875,11633,1
"209",66,59.73268,3.790512,9,14,24.80556,25.23889,2,4.37,5.38725,119,2.251938,1,0,0,0.625,14630,1
"210",66,46.95683,3.790512,9,14,24.80556,25.59722,2,3.330432,4.183133,119,2.251938,0,1,0,0.625,14630,1
"211",66,35.99218,3.790512,9,14,24.80556,26,2,2.908122,5.078974,119,2.251938,0,0,1,0.625,14630,1
"212",66,17.45583,3.790512,9,14,24.80556,26.33333,2,2.870525,5.98136,119,2.251938,0,0,0,0.625,14630,1
"213",67,24.15325,4.217887,6,6,31.75,36.91667,6,1.93047,3.80175,119,3.868217,1,0,0,0.7833333,38072.5,1
"214",67,40.36485,4.217887,6,6,31.75,37.25,6,3.275465,4.554067,119,4.290698,0,1,0,0.7833333,38072.5,1
"215",67,59.87701,4.217887,6,6,31.75,37.58333,6,1.755675,4.862075,119,3.872093,0,0,1,0.7833333,38072.5,1
"216",67,30.24404,4.217887,6,6,31.75,37.91667,6,2.870525,5.961463,119,4.379845,0,0,0,0.7833333,38072.5,1
"217",69,29.7543,2.833892,9,6,29.95833,31.41667,3,4.30797,4.402022,119,4.337209,1,0,0,0.3333333,2021.5,0
