"","hhid","ffexwkpc","lny","mothed","fathed","mothage","fathage","nutrsc1","qrpcorn","qrprice","popden","adeqvhh","rd1","rd2","rd3","cultarpc","avnetwth","electr"
"1192",371,46.18379,4.161634,6,2,40.81944,45.14444,7,2.969225,4.884961,146,8.705426,0,0,0,0.5454546,86439.5,0
"1193",372,64.808,4.022577,4,6,40.83611,46.79722,8,3.9,4.87123,146,3.988372,1,0,0,0.75,34537,0
"1194",372,62.0041,4.022577,4,6,40.83611,47.025,8,3.67,3.77121,146,3.988372,0,1,0,0.75,34537,0
"1195",372,55.95518,4.022577,4,6,40.83611,47.41667,8,3.67,4.585694,146,3.988372,0,0,1,0.625,34537,0
"1196",372,99.07822,4.022577,4,6,40.83611,47.7,8,2.969225,4.497536,146,3.352713,0,0,0,0.625,34537,0
"1197",374,69.01676,4.924187,7,4,36.71389,43.61111,10,3.9,3.7476,146,7.25969,1,0,0,1.715278,164185.5,0
"1198",374,83.12819,4.924187,7,4,36.71389,43.86945,10,3.67,4.168539,146,7.25969,0,1,0,1.715278,164185.5,0
"1199",374,80.45084,4.924187,7,4,36.71389,44.23333,10,3.67,3.389352,146,7.387597,0,0,1,1.54375,164185.5,0
"1200",374,113.844,4.924187,7,4,36.71389,44.51389,10,2.969225,3.784147,146,7.585271,0,0,0,1.54375,164185.5,0
"1201",375,56.4677,4.522398,6,5,38.85278,40.86944,15,3.9,4.616277,146,6.209302,1,0,0,0.875,37167.5,0
"1202",375,43.58376,4.522398,6,5,38.85278,41.10278,15,3.67,4.350157,146,6.585271,0,1,0,0.875,37167.5,0
"1203",375,35.56544,4.522398,6,5,38.85278,41.48333,15,3.67,3.801575,146,6.674418,0,0,1,0.7777778,37167.5,0
"1204",375,68.38143,4.522398,6,5,38.85278,41.775,15,2.969225,4.621857,146,6.631783,0,0,0,0.875,37167.5,0
"1205",377,50.35071,4.726944,7,6,25.96111,27.55833,9,3.9,5.481797,146,3.612403,1,0,0,2.05,129868.5,0
"1206",377,41.49985,4.726944,7,6,25.96111,27.78611,9,3.67,4.020827,146,3.74031,0,1,0,2.05,129868.5,0
"1207",377,42.44248,4.726944,7,6,25.96111,28.16944,9,3.67,4.034075,146,3.74031,0,0,1,1.138889,129868.5,0
"1208",377,48.78603,4.726944,7,6,25.96111,28.46389,9,2.969225,4.662299,146,3.74031,0,0,0,1.28125,129868.5,0
"1209",378,63.89411,5.697987,12,9,29.01111,31.43611,10,3.9,5.397318,146,2.848837,1,0,0,1.3125,107913,0
"1210",378,112.1021,5.697987,12,9,29.01111,31.66944,10,3.67,4.309329,146,2.848837,0,1,0,1.3125,107913,0
"1211",378,60.0934,5.697987,12,9,29.01111,32.05833,10,3.67,5.122099,146,2.976744,0,0,1,0.75,107913,0
"1212",378,66.98396,5.697987,12,9,29.01111,32.34167,10,2.969225,2.297423,146,2.976744,0,0,0,1.3125,107913,0
"1213",379,50.57578,3.111307,8,10,30.24167,27.83611,12,3.9,4.869538,146,2.926357,1,0,0,0.55,32964.5,0
"1214",379,63.29948,3.111307,8,10,30.24167,28.08333,12,3.67,3.291418,146,3.693799,0,1,0,0.55,32964.5,0
"1215",379,53.74762,3.111307,8,10,30.24167,28.45278,12,3.67,4.523365,146,3.523256,0,0,1,0.55,32964.5,0
"1216",379,81.40414,3.111307,8,10,30.24167,28.74167,12,2.969225,2.994838,146,3.612403,0,0,0,0.55,32964.5,0
"1217",380,41.59819,4.12571,6,6,26.2,42.25278,9,3.9,5.502459,146,3.728682,1,0,0,1.5,69917.5,0
"1218",380,31.53017,4.12571,6,6,26.2,42.48611,9,3.67,4.000281,146,4.151163,0,1,0,1.5,69917.5,0
"1219",380,55.1297,4.12571,6,6,26.2,42.87222,9,3.67,3.774035,146,4.108527,0,0,1,1.5,69917.5,0
"1220",380,30.73475,4.12571,6,6,26.2,43.15834,9,2.969225,4.759062,146,3.732558,0,0,0,1.285714,69917.5,0
"1221",381,25.42112,5.275431,5,5,33.88055,33.58055,14,3.9,5.677205,146,6.209302,1,0,0,1.125,152172.5,0
"1222",381,36.60313,5.275431,5,5,33.88055,33.80555,14,3.67,4.30277,146,6.209302,0,1,0,1.125,152172.5,0
"1223",381,34.25171,5.275431,5,5,33.88055,34.2,14,3.67,4.688608,146,6.209302,0,0,1,0.9,152172.5,0
"1224",381,63.89087,5.275431,5,5,33.88055,34.48611,14,2.969225,4.140886,146,6.325582,0,0,0,1.125,152172.5,0
"1225",382,31.49229,3.80697,7,6,25.84722,27.45833,12,3.9,4.850534,146,6.341085,1,0,0,2.125,261026.5,0
"1226",382,42.50597,3.80697,7,6,25.84722,27.75,12,3.67,4.70029,146,6.600775,0,1,0,2.125,261026.5,0
"1227",382,42.30508,3.80697,7,6,25.84722,28.07778,12,3.67,3.393848,146,6.577519,0,0,1,1.214286,261026.5,0
"1228",382,45.41113,3.80697,7,6,25.84722,28.36111,12,2.969225,4.30756,146,5.77907,0,0,0,1.307692,261026.5,0
"1229",383,57.769,3.421005,6,4,44.92778,49.73056,10,3.9,4.34202,146,8.918605,1,0,0,0.8,196609.5,0
"1230",383,40.1217,3.421005,6,4,44.92778,49.96666,10,3.67,3.866192,146,8.918605,0,1,0,0.8,196609.5,0
"1231",383,46.95734,3.421005,6,4,44.92778,50.35,10,3.67,4.122573,146,8.872093,0,0,1,0.7272727,196609.5,0
"1232",383,70.05151,3.421005,6,4,44.92778,50.63611,10,2.969225,4.147403,146,8.945737,0,0,0,0.7272727,196609.5,0
"1233",384,61.62862,5.284938,7,5,35.75834,37.41667,10,3.9,5.276807,146,8.604651,1,0,0,1.666667,221724,0
"1234",384,51.799,5.284938,7,5,35.75834,37.65556,10,3.67,4.641889,146,8.604651,0,1,0,1.666667,221724,0
"1235",384,59.19291,5.284938,7,5,35.75834,38.03333,10,3.67,3.232598,146,9.344961,0,0,1,1.538462,221724,0
"1236",384,69.42905,5.284938,7,5,35.75834,38.32778,10,2.969225,4.963522,146,8.926356,0,0,0,1.538462,221724,0
"1237",385,24.20406,3.533792,8,5,28.33333,31.03333,10,3.072198,6.134484,119,3.612403,1,0,0,0.3125,4178,1
"1238",385,18.1305,3.533792,8,5,28.33333,31.32222,10,3.994313,5.225352,119,3.612403,0,1,0,0.3125,4178,1
"1239",385,23.64641,3.533792,8,5,28.33333,31.69722,10,3.885531,4.932611,119,3.104651,0,0,1,0.3125,4178,1
"1240",385,24.85467,3.533792,8,5,28.33333,31.98889,10,3.938813,5.008152,119,3.856589,0,0,0,0.3125,4178,1
"1241",386,32.68005,2.731284,2,2,22.76944,26.55278,6,2.62338,4.68848,119,3.251938,1,0,0,0.125,1522.5,0
"1242",386,23.42175,2.731284,2,2,22.76944,26.90833,6,3.902539,4.789848,119,3.251938,0,1,0,0.125,1522.5,0
"1243",386,25.10668,2.731284,2,2,22.76944,27.28333,6,4.15623,4.704292,119,3.251938,0,0,1,0.1,1522.5,0
"1244",386,21.98727,2.731284,2,2,22.76944,27.56944,6,3.028024,4.779769,119,3.251938,0,0,0,0.1,1522.5,0
"1245",387,18.34806,3.762114,6,6,28.54445,26.75556,8,3.342209,5.907736,119,2.841085,1,0,0,0.375,6841,0
"1246",387,18.4535,3.762114,6,6,28.54445,27.11389,8,3.564683,5.511658,119,2.930233,0,1,0,0.375,6841,0
"1247",387,22.31201,3.762114,6,6,28.54445,27.48889,8,4.216276,4.787898,119,2.887597,0,0,1,0.375,6841,0
"1248",387,23.68346,3.762114,6,6,28.54445,27.78333,8,3.112391,4.836136,119,2.887597,0,0,0,0.375,6841,0
"1249",388,21.23167,2.900995,6,7,28.5,27.41667,6,3.64,4.54481,119,4.337209,1,0,0,0.0208333,2389.5,0
"1250",388,22.70917,2.900995,6,7,28.5,27.75,6,3.980688,4.905365,119,4.337209,0,1,0,0.0208333,2389.5,0
"1251",388,20.30398,2.900995,6,7,28.5,28.08333,6,4.237051,4.83221,119,4.337209,0,0,1,0.0178571,2389.5,0
"1252",388,19.39458,2.900995,6,7,28.5,28.41667,6,3.13637,5.103217,119,4.337209,0,0,0,0.0178571,2389.5,0
"1253",389,17.95849,2.974777,5,6,35.75834,39.85278,6,3.082855,5.770457,119,5.24031,1,0,0,0.1785714,5014,0
"1254",389,25.88453,2.974777,5,6,35.75834,40.2,6,3.928544,4.989228,119,5.24031,0,1,0,0.1785714,5014,0
"1255",389,21.77275,2.974777,5,6,35.75834,40.58333,6,4.166942,4.812043,119,5.662791,0,0,1,0.1785714,5014,0
"1256",389,17.82006,2.974777,5,6,35.75834,40.86666,6,3.091359,5.716186,119,5.244186,0,0,0,0.1785714,5014,0
"1257",390,30.58575,2.418587,6,8,41.70833,50.49167,8,2.23587,5.981524,119,9.841085,1,0,0,0.1634615,6513.5,0
"1258",390,19.24438,2.418587,6,8,41.70833,50.85278,8,4.060824,4.633231,119,10.42248,0,1,0,0.1634615,6513.5,0
"1259",390,19.58349,2.418587,6,8,41.70833,51.23056,8,4.277026,4.885904,119,10.79845,0,0,1,0.1517857,6513.5,0
"1260",390,14.90256,2.418587,6,8,41.70833,51.525,8,3.167404,4.965908,119,10.8876,0,0,0,0.1517857,6513.5,0
"1261",391,17.97424,3.552364,8,6,26.49167,31.37222,7,3.275098,6.026166,119,3.782946,1,0,0,0.2,8105,0
"1262",391,38.58358,3.552364,8,6,26.49167,31.73611,7,3.946676,4.963974,119,3.612403,0,1,0,0.2,8105,0
"1263",391,24.68635,3.552364,8,6,26.49167,32.10833,7,4.224812,5.0363,119,3.612403,0,0,1,0.2,8105,0
"1264",391,22.94594,3.552364,8,6,26.49167,32.40278,7,3.251107,4.729214,119,3.612403,0,0,0,0.2,8105,0
"1265",392,30.00536,2.512954,5,3,25.25278,27.43333,10,3.102468,5.06337,119,4.112403,1,0,0,0.125,1121,0
"1266",392,16.33019,2.512954,5,3,25.25278,27.78333,10,4.978206,5.940726,119,4.20155,0,1,0,0.125,1121,0
"1267",392,26.11124,2.512954,5,3,25.25278,28.16111,10,4.197768,4.615467,119,4.031008,0,0,1,0.125,1121,0
"1268",392,17.22662,2.512954,5,3,25.25278,28.45278,10,3.112792,6.331514,119,4.248062,0,0,0,0.125,1121,0
"1269",393,22.768,2.913599,6,6,23.83333,24.09444,8,3.08645,6.301195,119,2.926357,1,0,0,0.2,692,0
"1270",393,19.1046,2.913599,6,6,23.83333,24.45,8,4.006037,4.885062,119,2.418605,0,1,0,0.2,692,0
"1271",393,27.18351,2.913599,6,6,23.83333,24.825,8,4.230405,5.141877,119,3.476744,0,0,1,0.2,692,0
"1272",393,24.07604,2.913599,6,6,23.83333,25.11667,8,3.131503,5.629848,119,3.05814,0,0,0,0.2,692,0
"1273",394,27.09262,3.441181,6,9,35.57222,35.1,7,1.97063,5.896153,119,4.325582,1,0,0,0.1666667,1731,0
"1274",394,30.4788,3.441181,6,9,35.57222,35.38889,7,3.984958,4.628377,119,4.790698,0,1,0,0.1666667,1731,0
"1275",394,31.43727,3.441181,6,9,35.57222,35.775,7,4.155082,4.884943,119,4.972868,0,0,1,0.1666667,1731,0
"1276",394,30.21859,3.441181,6,9,35.57222,36.05278,7,3.088748,4.930397,119,4.972868,0,0,0,0.1666667,1731,0
"1277",395,12.09314,4.176661,6,10,29.58333,36.50278,11,3.00726,6.061255,119,3.74031,1,0,0,0.225,21475,1
"1278",395,31.14134,4.176661,6,10,29.58333,36.78889,11,3.836984,4.834709,119,3.74031,0,1,0,0.225,21475,1
"1279",395,48.87251,4.176661,6,10,29.58333,37.16667,11,3.948849,4.375154,119,3.829457,0,0,1,0.225,21475,1
"1280",395,20.72934,4.176661,6,10,29.58333,37.45555,11,3.101863,5.687325,119,3.829457,0,0,0,0.225,21475,1
"1281",396,24.69755,2.941091,6,0,32.58333,39.75,11,2.54554,5.655515,119,6.054264,1,0,0,0.1875,21389.5,0
"1282",396,40.22543,2.941091,6,0,32.58333,40.08333,11,3.745388,5.754477,119,6.054264,0,1,0,0.1875,21389.5,0
"1283",396,31.24506,2.941091,6,0,32.58333,40.41667,11,4.037406,5.241389,119,6.143411,0,0,1,0.1875,21389.5,0
"1284",396,145.6757,2.941091,6,0,32.58333,40.75,11,2.272962,3.982228,119,6.143411,0,0,0,0.1875,21389.5,0
"1285",397,34.2019,2.758045,6,6,39.69722,41.925,11,3.454597,5.918661,119,7.624031,1,0,0,0.2222222,2665,1
"1286",397,36.20906,2.758045,6,6,39.69722,42.21667,11,4.190867,4.84322,119,7.624031,0,1,0,0.2222222,2665,1
"1287",397,32.5511,2.758045,6,6,39.69722,42.59722,11,4.153912,4.687616,119,7.577519,0,0,1,0.2222222,2665,1
"1288",397,31.35606,2.758045,6,6,39.69722,42.87778,11,3.089776,4.847427,119,7.577519,0,0,0,0.2222222,2665,1
"1289",398,10.69834,2.753155,4,5,34.85,36.49722,4,2.940729,7.29995,119,7.399225,1,0,0,0.0555556,793,0
"1290",398,21.4285,2.753155,4,5,34.85,36.76389,4,4.346499,6.100536,119,7.399225,0,1,0,0.05,793,0
"1291",398,16.5225,2.753155,4,5,34.85,37.13611,4,4.170359,4.802944,119,7.399225,0,0,1,0.05,793,0
"1292",398,17.99642,2.753155,4,5,34.85,37.43611,4,3.080816,5.262707,119,7.527132,0,0,0,0.05,793,0
"1293",399,34.7397,3.209285,8,6,25.20833,27.67778,7,3.488466,5.872724,119,2.251938,1,0,0,0.25,1163,0
"1294",399,20.23228,3.209285,8,6,25.20833,27.95,7,4.047126,5.146996,119,2.251938,0,1,0,0.1875,1163,0
"1295",399,58.56149,3.209285,8,6,25.20833,28.31667,7,4.102873,4.659832,119,2.251938,0,0,1,0.1875,1163,0
"1296",399,21.42557,3.209285,8,6,25.20833,28.61111,7,3.161725,7.361375,119,2.251938,0,0,0,0.1875,1163,0
"1297",400,22.1109,2.734733,4,2,37.89167,38.23611,6,2.954946,5.941198,119,5.953488,1,0,0,0.4285714,4913,0
"1298",400,51.17482,2.734733,4,2,37.89167,38.58333,6,3.810755,5.871008,119,5.782946,0,1,0,0.4285714,4913,0
"1299",400,27.51605,2.734733,4,2,37.89167,38.95555,6,4.139904,4.968189,119,5.875969,0,0,1,0.4285714,4913,0
"1300",400,21.55084,2.734733,4,2,37.89167,39.25278,6,3.002125,5.039732,119,5.829457,0,0,0,0.4285714,4913,0
"1301",401,32.42889,3.770694,8,9,35.86666,41.56667,9,4.331031,4.39177,119,5.422481,1,0,0,0.5,10114.5,0
"1302",401,44.69369,3.770694,8,9,35.86666,41.91667,9,3.873114,4.541568,119,5.844961,0,1,0,0.5,10114.5,0
"1303",401,48.50261,3.770694,8,9,35.86666,42.29445,9,4.118785,5.282722,119,5.554264,0,0,1,0.5,10114.5,0
"1304",401,26.79796,3.770694,8,9,35.86666,42.58889,9,3.140335,6.279442,119,6.062016,0,0,0,0.5,10114.5,0
"1305",402,31.29571,3.645139,6,4,27.15,26.68056,11,2.801102,5.853405,119,3.631783,1,0,0,0.225,10013,1
"1306",402,44.74069,3.645139,6,4,27.15,26.975,11,3.989096,4.739798,119,3.631783,0,1,0,0.225,10013,1
"1307",402,37.51771,3.645139,6,4,27.15,27.35555,11,3.93391,4.705814,119,3.631783,0,0,1,0.225,10013,1
"1308",402,21.41117,3.645139,6,4,27.15,27.63611,11,3.11377,4.849006,119,3.124031,0,0,0,0.225,10013,1
"1309",403,31.13792,3.522046,6,7,23.84722,23.06389,4,2.85819,4.32688,119,2.422481,1,0,0,0.375,6907,0
"1310",403,29.25703,3.522046,6,7,23.84722,23.425,4,4.023337,4.777835,119,2.887597,0,1,0,0.375,6907,0
"1311",403,49.67017,3.522046,6,7,23.84722,23.79722,4,4.188438,5.171276,119,2.887597,0,0,1,0.375,6907,0
"1312",403,34.33144,3.522046,6,7,23.84722,24.08889,4,3.139858,4.76203,119,2.887597,0,0,0,0.375,6907,0
"1313",404,39.47481,3.003293,10,6,26.03889,31.09722,13,3.161707,5.998394,119,2.379845,1,0,0,0.5,2515,0
"1314",404,35.76416,3.003293,10,6,26.03889,31.33056,13,3.959278,5.089766,119,2.379845,0,1,0,0.5,2515,0
"1315",404,28.51818,3.003293,10,6,26.03889,31.70556,13,4.338755,4.87056,119,2.379845,0,0,1,0.5,2515,0
"1316",404,35.82108,3.003293,10,6,26.03889,31.99167,13,3.107795,4.943397,119,2.379845,0,0,0,0.375,2515,0
"1317",405,26.16381,3.496361,8,8,22.275,25.55556,12,3.164381,5.731941,119,2.75969,1,0,0,0.25,3070,0
"1318",405,33.2119,3.496361,8,8,22.275,25.84444,12,4.480124,4.759727,119,2.887597,0,1,0,0.25,3070,0
"1319",405,34.94712,3.496361,8,8,22.275,26.21389,12,4.239292,4.969397,119,2.887597,0,0,1,0.2,3070,0
"1320",405,23.50516,3.496361,8,8,22.275,26.48889,12,3.185399,5.150821,119,2.887597,0,0,0,0.2,3070,0
"1321",406,44.9008,4.093374,4,3,40.69444,47.44444,12,2.895108,5.557092,119,6.430233,1,0,0,0.4375,53088.5,0
"1322",406,42.20161,4.093374,4,3,40.69444,47.74167,12,4.296095,4.310744,119,6.25969,0,1,0,0.3888889,53088.5,0
"1323",406,42.73317,4.093374,4,3,40.69444,48.10833,12,4.109542,3.986374,119,5.569767,0,0,1,0.3888889,53088.5,0
"1324",406,26.99693,4.093374,4,3,40.69444,48.375,12,3.044139,5.616614,119,6.294574,0,0,0,0.3888889,53088.5,0
"1325",407,26.6222,3.622895,4,4,35.73889,39.48056,10,3.01173,4.87009,119,5.957365,1,0,0,0.0625,1490,0
"1326",407,29.0275,3.622895,4,4,35.73889,39.75834,10,4.342601,4.943167,119,5.906977,0,1,0,0.0625,1490,0
"1327",407,36.23592,3.622895,4,4,35.73889,40.12222,10,4.145785,4.067037,119,5.906977,0,0,1,0.0625,1490,0
"1328",407,30.01922,3.622895,4,4,35.73889,40.39444,10,3.080652,5.092557,119,5.906977,0,0,0,0.0625,1490,0
"1329",408,44.82458,4.07285,6,10,28.67222,32.43055,12,3.021615,5.922405,119,3.74031,1,0,0,0.2,16595,0
"1330",408,33.0378,4.07285,6,10,28.67222,32.70278,12,4.369603,4.837408,119,3.74031,0,1,0,0.2,16595,0
"1331",408,40.358,4.07285,6,10,28.67222,33.08333,12,4.204852,4.75829,119,3.74031,0,0,1,0.1666667,16595,0
"1332",408,31.33068,4.07285,6,10,28.67222,33.34722,12,3.18356,5.909235,119,3.829457,0,0,0,0.1666667,16595,0
"1333",409,23.05806,4.746778,6,12,42.24445,58.99445,14,3.036563,5.95613,119,6.542635,1,0,0,0.6875,37515.5,0
"1334",409,26.43689,4.746778,6,12,42.24445,59.27777,14,4.610378,5.164231,119,6.542635,0,1,0,0.55,37515.5,0
"1335",409,35.14443,4.746778,6,12,42.24445,59.64722,14,4.469222,5.675188,119,6.534883,0,0,1,0.55,37515.5,0
"1336",409,19.41292,4.746778,6,12,42.24445,59.92222,14,3.390701,5.35398,119,6.651163,0,0,0,0.55,37515.5,0
"1337",410,16.87495,3.878643,6,6,30.05556,31.50278,9,3.047706,5.782823,119,4.844961,1,0,0,0.4285714,7860,0
"1338",410,30.43985,3.878643,6,6,30.05556,31.79444,9,4.270267,4.956865,119,5.127907,0,1,0,0.4285714,7860,0
"1339",410,28.33871,3.878643,6,6,30.05556,32.09167,9,4.181733,5.267195,119,5.127907,0,0,1,0.4285714,7860,0
"1340",410,19.92895,3.878643,6,6,30.05556,32.43611,9,3.111672,5.052639,119,5.127907,0,0,0,0.375,7860,0
"1341",411,17.35533,2.872731,9,4,29.6,30.95,11,3.157576,6.052808,119,4.364341,1,0,0,0.1041667,1675,0
"1342",411,31.96992,2.872731,9,4,29.6,31.23611,11,4.390564,5.069042,119,4.364341,0,1,0,0.1041667,1675,0
"1343",411,39.71631,2.872731,9,4,29.6,31.60833,11,4.203723,4.635239,119,4.364341,0,0,1,0.1041667,1675,0
"1344",411,32.15704,2.872731,9,4,29.6,31.86944,11,2.97745,5.081787,119,4.364341,0,0,0,0.1041667,1675,0
"1345",413,46.84001,3.709211,8,4,25.675,51.475,13,3.110971,5.730177,119,4.988372,1,0,0,0.1517857,10052.5,0
"1346",413,39.0235,3.709211,8,4,25.675,51.76667,13,4.306286,4.844463,119,4.988372,0,1,0,0.1517857,10052.5,0
"1347",413,39.65557,3.709211,8,4,25.675,52.14444,13,4.144916,4.016744,119,5.077519,0,0,1,0.1517857,10052.5,0
"1348",413,36.11758,3.709211,8,4,25.675,52.41389,13,3.200924,5.749884,119,5.077519,0,0,0,0.1517857,10052.5,0
"1349",414,38.9323,4.633681,4,5,42.24166,46.425,11,2.926587,4.88473,119,5.821705,1,0,0,0.3928571,12806.5,0
"1350",414,57.61899,4.633681,4,5,42.24166,46.75,11,3.896842,4.629812,119,5.821705,0,1,0,0.3928571,12806.5,0
"1351",414,50.49164,4.633681,4,5,42.24166,47.08333,11,3.803968,4.460845,119,5.821705,0,0,1,0.3928571,12806.5,0
"1352",414,31.5928,4.633681,4,5,42.24166,47.33889,11,3.457099,6.423635,119,5.821705,0,0,0,0.3928571,12806.5,0
"1353",415,50.02203,4.41214,5,6,29.63889,32.30833,13,3.178308,5.629634,119,3.612403,1,0,0,0.5,19299.5,0
"1354",415,54.49755,4.41214,5,6,29.63889,32.6,13,4.307906,5.603155,119,3.612403,0,1,0,0.5,19299.5,0
"1355",415,35.02277,4.41214,5,6,29.63889,32.97778,13,3.733425,4.729172,119,3.612403,0,0,1,0.4166667,19299.5,0
"1356",415,34.63703,4.41214,5,6,29.63889,33.24444,13,2.668784,4.956838,119,3.612403,0,0,0,0.4166667,19299.5,0
"1357",416,19.55635,4.376309,8,6,28.74722,33.05,10,3.190782,5.730812,119,3.693799,1,0,0,0.225,2749.5,0
"1358",416,20.9189,4.376309,8,6,28.74722,33.34167,10,4.550079,4.768762,119,3.523256,0,1,0,0.1875,2749.5,0
"1359",416,35.28075,4.376309,8,6,28.74722,33.725,10,4.257815,5.642547,119,3.523256,0,0,1,0.1875,2749.5,0
"1360",416,30.3938,4.376309,8,6,28.74722,33.98333,10,3.35991,5.412478,119,3.612403,0,0,0,0.1607143,2749.5,0
"1361",417,43.2975,3.769539,7,6,22.46111,26.48055,13,2.661601,5.683186,119,2.887597,1,0,0,0.25,3760.5,0
"1362",417,59.77837,3.769539,7,6,22.46111,26.75278,13,4.323591,4.83959,119,2.887597,0,1,0,0.25,3760.5,0
"1363",417,53.41917,3.769539,7,6,22.46111,27.14167,13,4.159604,4.627839,119,2.887597,0,0,1,0.25,3760.5,0
"1364",417,39.91344,3.769539,7,6,22.46111,27.39722,13,3.135395,6.090136,119,3.015504,0,0,0,0.25,3760.5,0
"1365",418,42.25257,4.629586,6,6,34.18889,48.06667,14,3.254675,5.676715,119,3.209302,1,0,0,0.5,20222,0
"1366",418,39.72827,4.629586,6,6,34.18889,48.35,14,4.493495,5.023412,119,3.302325,0,1,0,0.5,20222,0
"1367",418,23.78911,4.629586,6,6,34.18889,48.71666,14,4.359903,5.389719,119,3.302325,0,0,1,0.5,20222,0
"1368",418,17.67864,4.629586,6,6,34.18889,48.98611,14,3.337687,5.007632,119,3.302325,0,0,0,0.5,20222,0
"1369",419,32.76671,3.907382,6,6,30.99722,35.57778,10,2.9466,4.69412,119,6.988372,1,0,0,0.275,22254.5,0
"1370",419,31.8019,3.907382,6,6,30.99722,35.85556,10,4.249539,4.963297,119,7.841085,0,1,0,0.275,22254.5,0
"1371",419,29.63222,3.907382,6,6,30.99722,36.24722,10,3.799108,3.568953,119,7.197674,0,0,1,0.275,22254.5,0
"1372",419,30.29463,3.907382,6,6,30.99722,36.51111,10,4.031212,4.466248,119,7.941861,0,0,0,0.275,22254.5,0
"1373",420,46.16652,4.259608,11,6,32.09167,36.41667,10,3.211561,8.67776,119,4.077519,1,0,0,0.2,9530.5,0
"1374",420,34.58904,4.259608,11,6,32.09167,36.69167,10,4.403455,5.279065,119,4.077519,0,1,0,0.2,9530.5,0
"1375",420,28.44187,4.259608,11,6,32.09167,37.06389,10,4.262354,5.069736,119,4.193799,0,0,1,0.2,9530.5,0
"1376",420,19.41492,4.259608,11,6,32.09167,37.325,10,2.430951,5.109831,119,4.193799,0,0,0,0.2,9530.5,0
"1377",421,15.36791,3.093411,6,6,23.75556,30.79167,9,3.088333,5.63524,119,3.100775,1,0,0,0,725,0
"1378",421,16.92027,3.093411,6,6,23.75556,31.05,9,4.41951,4.777267,119,3.476744,0,1,0,0,725,0
"1379",421,23.56988,3.093411,6,6,23.75556,31.42778,9,3.68124,4.889634,119,3.565892,0,0,1,0,725,0
"1380",421,18.11977,3.093411,6,6,23.75556,31.7,9,3.146378,4.924912,119,3.565892,0,0,0,0,725,0
"1381",422,89.86333,4.6138,9,14,20.66111,25.94167,11,2.833951,5.59662,119,2.422481,1,0,0,1.333333,13512.5,0
"1382",422,85.80183,4.6138,9,14,20.66111,26.23333,11,4.043852,5.089407,119,2.251938,0,1,0,1.333333,13512.5,0
"1383",422,69.41355,4.6138,9,14,20.66111,26.60555,11,3.779744,4.412308,119,2.251938,0,0,1,1.333333,13512.5,0
"1384",422,72.28957,4.6138,9,14,20.66111,26.875,11,3.001061,4.995943,119,2.251938,0,0,0,1.333333,13512.5,0
"1385",423,38.17085,3.345743,7,9,30.675,34.41111,8,3.701577,5.76496,119,4.569767,1,0,0,0.0714286,2960,0
"1386",423,33.42731,3.345743,7,9,30.675,34.74722,8,3.91131,5.045518,119,5.422481,0,1,0,0.0625,2960,0
"1387",423,8.281419,3.345743,7,9,30.675,35.13334,8,3.61723,5.129707,119,5.422481,0,0,1,0.0625,2960,0
"1388",423,19.55746,3.345743,7,9,30.675,35.4,8,4.332815,5.798847,119,4.914729,0,0,0,0.0625,2960,0
"1389",424,34.55348,3.188396,6,9,37.15833,44.74445,13,3.094886,5.613423,119,8.244186,1,0,0,0.1363636,9843,1
"1390",424,33.35347,3.188396,6,9,37.15833,45.08333,13,4.041646,6.216413,119,8.410852,0,1,0,0.1363636,9843,1
"1391",424,21.82519,3.188396,6,9,37.15833,45.48611,13,4.468203,5.309009,119,8.24031,0,0,1,0.1363636,9843,1
"1392",424,26.33865,3.188396,6,9,37.15833,45.73889,13,3.067081,5.995836,119,8.368217,0,0,0,0.1363636,9843,1
"1393",426,29.01784,4.195627,4,6,41.64722,55.86945,14,3.311488,4.54647,119,5.697674,1,0,0,0.4821429,17984.5,0
"1394",426,37.842,4.195627,4,6,41.64722,56.225,14,4.154383,4.897645,119,5.786822,0,1,0,0.4821429,17984.5,0
"1395",426,31.18493,4.195627,4,6,41.64722,56.59445,14,4.228601,5.361233,119,5.709302,0,0,1,0.4821429,17984.5,0
"1396",426,16.62168,4.195627,4,6,41.64722,56.86667,14,2.77727,4.752271,119,5.709302,0,0,0,0.4821429,17984.5,0
"1397",427,73.23137,4.621114,14,14,35.99166,37.41111,13,2.845711,4.97719,119,7.709302,1,0,0,0.8,239008.5,1
"1398",427,59.93245,4.621114,14,14,35.99166,37.76111,13,3.70118,3.789684,119,7.573643,0,1,0,0.7272727,239008.5,1
"1399",427,60.52192,4.621114,14,14,35.99166,38.15,13,4.169191,4.539116,119,7.573643,0,0,1,0.7272727,239008.5,1
"1400",427,47.08123,4.621114,14,14,35.99166,38.45,13,4.45188,5.800805,119,7.573643,0,0,0,0.7272727,239008.5,1
"1401",429,34.30444,4.654787,10,13,31.26111,41.35556,11,3.8,5.016452,119,4.926357,1,0,0,0.1428571,23287,1
"1402",429,31.92281,4.654787,10,13,31.26111,41.71111,11,3.99312,5.10726,119,4.771318,0,1,0,0.125,23287,1
"1403",429,40.18422,4.654787,10,13,31.26111,42.1,11,3.796036,4.535259,119,5.744186,0,0,1,0.1428571,23287,1
"1404",429,31.37586,4.654787,10,13,31.26111,42.35556,11,3.100825,5.896214,119,5.910853,0,0,0,0.1428571,23287,1
